,state,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViralIncrease
315,NM,1045.0,9,401.0,100,1153107.0,9884,49240.0,49240.0,1136,21942.0,1202347.0,11020,0,11020
316,NV,1814.0,7,696.0,0,719450.0,2579,104093.0,104093.0,1068,2506.0,1286206.0,8262,3647,0
317,NY,25868.0,15,1253.0,0,14518342.0,131408,515815.0,515815.0,2126,80109.0,15034157.0,133534,0,0
318,OH,5428.0,55,1982.0,186,4414207.0,35630,230209.0,217119.0,4071,176415.0,4644416.0,39701,0,39309
319,OK,1392.0,17,1026.0,115,1529345.0,8532,127772.0,127772.0,1246,110453.0,1657117.0,9778,0,8885
320,OR,705.0,4,237.0,34,835905.0,4961,47049.0,44626.0,589,5870.0,882954.0,5550,5510,0
321,PA,8890.0,35,1531.0,0,2374265.0,19919,217666.0,206800.0,2795,163249.0,2591931.0,22714,22356,51063
322,PR,850.0,8,459.0,0,305972.0,0,35807.0,35807.0,57,30568.0,341779.0,57,0,0
323,RI,1214.0,2,169.0,26,411899.0,2918,35122.0,35122.0,579,2856.0,1184359.0,14300,3497,0
324,SC,3985.0,17,783.0,57,1685018.0,9847,180870.0,171642.0,918,93533.0,1865888.0,10765,0,10627
325,SD,460.0,14,483.0,49,217005.0,649,49791.0,47653.0,937,35423.0,266796.0,1586,1586,6185
326,TN,3478.0,24,1716.0,77,3490582.0,22375,269802.0,254058.0,3445,240587.0,3760384.0,25820,0,25442
327,TX,18320.0,126,5872.0,0,7477787.0,65691,926400.0,926400.0,9627,797586.0,8404187.0,75318,0,75318
328,UT,625.0,5,401.0,90,952467.0,3403,121485.0,121485.0,2110,88347.0,1429386.0,8531,4517,8531
329,VA,3677.0,11,1041.0,81,2529339.0,14247,185836.0,171426.0,1157,20372.0,2700765.0,15096,0,0
331,VT,58.0,0,8.0,0,188820.0,930,2267.0,2267.0,30,1870.0,418799.0,2653,960,2653
333,WI,2229.0,58,1747.0,243,1872295.0,10333,257287.0,244002.0,6255,189331.0,3408453.0,31365,16268,0
334,WV,472.0,3,269.0,0,780221.0,5406,25987.0,23750.0,394,19852.0,806208.0,5800,0,5710
335,WY,105.0,12,138.0,10,120717.0,0,15044.0,12675.0,425,9501.0,135761.0,425,0,0
336,AK,84.0,0,97.0,0,607307.0,4194,17448.0,17448.0,391,7113.0,624755.0,4585,0,4585
337,AL,2987.0,14,1022.0,451,1196422.0,5986,195929.0,166627.0,1037,81005.0,1363049.0,6629,0,6629
338,AR,2003.0,18,652.0,84,1263662.0,4936,114519.0,105223.0,878,102666.0,1368885.0,5456,0,5456
340,AZ,6020.0,38,956.0,53,1559453.0,9071,249818.0,243782.0,1679,41776.0,1803235.0,10633,10633,0
342,CO,2126.0,21,858.0,25,1144181.0,10624,112147.0,104947.0,2237,8106.0,2060642.0,25847,12805,0
343,CT,4627.0,0,340.0,0,2294136.0,0,73858.0,69826.0,0,9800.0,2367994.0,0,0,0
345,DE,712.0,2,107.0,0,330241.0,882,25426.0,24236.0,115,13497.0,570060.0,4077,997,0
348,GU,80.0,1,94.0,0,64216.0,1245,4812.0,4748.0,119,3221.0,69028.0,1364,1349,1847
349,HI,219.0,0,65.0,4,295153.0,0,15444.0,15231.0,77,11868.0,537421.0,3749,0,0
350,IA,1763.0,22,730.0,0,778672.0,1050,124464.0,124464.0,1092,95500.0,903136.0,2142,2155,0
351,ID,632.0,2,155.0,28,332894.0,1715,65845.0,57397.0,757,30525.0,390291.0,2356,2356,4767
355,KY,1503.0,11,1037.0,139,1840412.0,6500,111379.0,93407.0,1709,19043.0,1933819.0,7679,0,7679
356,LA,5951.0,17,619.0,0,2628712.0,28223,189148.0,184769.0,1153,168634.0,2817860.0,29376,29376,0
357,MA,10035.0,12,485.0,0,2628852.0,13154,161585.0,157308.0,1036,127054.0,6271886.0,54843,14077,54843
358,MD,4162.0,7,562.0,60,1820134.0,6684,147766.0,147766.0,771,8223.0,3499117.0,19887,7455,19887
359,ME,148.0,0,31.0,7,641035.0,3399,6926.0,6138.0,127,5632.0,647961.0,3526,0,3498
360,MI,7761.0,45,2059.0,0,4842727.0,38754,207763.0,187995.0,3437,121093.0,5050490.0,42191,0,43252
361,MN,2499.0,15,852.0,210,1742917.0,3628,157096.0,156313.0,3476,134227.0,2883738.0,10975,7007,0
364,MS,3384.0,36,672.0,0,837208.0,0,121509.0,105745.0,644,105839.0,958717.0,644,0,0
365,MT,399.0,13,389.0,11,477365.0,2686,35159.0,35159.0,907,21990.0,512524.0,3593,0,3593
366,NC,4457.0,67,1175.0,0,3877101.0,27533,280377.0,268613.0,2349,246318.0,4157478.0,29882,0,29695
367,ND,433.0,16,335.0,46,252303.0,871,47187.0,47187.0,1172,38236.0,856372.0,7607,2043,8000
368,NE,656.0,2,642.0,26,527444.0,1906,72620.0,72620.0,954,45108.0,960464.0,9967,2860,9967
369,NH,483.0,0,41.0,3,338746.0,1868,11448.0,11448.0,128,9515.0,631044.0,4512,1996,4512
370,NJ,16375.0,18,1133.0,133,4523834.0,43034,242825.0,242825.0,1828,37394.0,4766659.0,44862,0,44862
371,NM,1036.0,10,382.0,64,1143223.0,7941,48104.0,48104.0,872,21758.0,1191327.0,8813,0,8813
372,NV,1807.0,23,695.0,0,716871.0,2552,103025.0,103025.0,911,2462.0,1277944.0,7301,3463,0
373,NY,25853.0,15,1227.0,0,14386934.0,125548,513689.0,513689.0,2321,79990.0,14900623.0,127869,0,0
374,OH,5373.0,33,1960.0,213,4378577.0,35583,226138.0,213350.0,4229,174130.0,4604715.0,39812,0,39659
375,OK,1375.0,21,974.0,170,1520813.0,26181,126526.0,126526.0,1331,109234.0,1647339.0,27512,0,30315
376,OR,701.0,9,237.0,27,830944.0,5022,46460.0,44077.0,482,5870.0,877404.0,5504,5466,0
377,PA,8855.0,32,1417.0,0,2354346.0,15682,214871.0,204363.0,2875,161153.0,2569217.0,18557,18281,40043
378,PR,842.0,3,421.0,0,305972.0,0,35750.0,35750.0,345,29763.0,341722.0,345,0,0
379,RI,1212.0,2,177.0,21,408981.0,2475,34543.0,34543.0,423,2825.0,1170059.0,11672,2898,0
380,SC,3968.0,22,737.0,66,1675171.0,12050,179952.0,170862.0,1035,92763.0,1855123.0,13085,0,12864
381,SD,446.0,8,480.0,69,216356.0,1069,48854.0,46858.0,1004,35041.0,265210.0,2083,2083,3303
382,TN,3454.0,75,1609.0,67,3468207.0,12137,266357.0,250991.0,1770,237736.0,3734564.0,13907,0,13772
383,TX,18194.0,97,5936.0,0,7412096.0,29650,916773.0,916773.0,7516,792286.0,8328869.0,37166,0,37166
384,UT,620.0,6,382.0,89,949064.0,5600,119375.0,119375.0,1669,87211.0,1420855.0,10710,7167,10710
385,VA,3666.0,8,1026.0,177,2515092.0,21449,184679.0,170577.0,1261,20306.0,2685669.0,22514,0,0
389,WI,2171.0,58,1714.0,247,1861962.0,15344,251032.0,238067.0,6104,185241.0,3377088.0,49173,21115,0
390,WV,469.0,11,271.0,0,774815.0,5559,25593.0,23446.0,358,19617.0,800408.0,5917,0,5786
391,WY,93.0,6,124.0,13,120717.0,866,14619.0,12399.0,452,9312.0,135336.0,1318,1206,6744
392,AK,84.0,1,97.0,0,603113.0,15261,17057.0,17057.0,352,7110.0,620170.0,15963,0,15963
393,AL,2973.0,0,967.0,0,1190436.0,3095,194892.0,165984.0,907,81005.0,1356420.0,3840,0,3840
394,AR,1985.0,60,672.0,55,1258726.0,15236,113641.0,104703.0,1451,101507.0,1363429.0,16457,0,16457
396,AZ,5982.0,1,918.0,15,1550382.0,6211,248139.0,242220.0,666,41589.0,1792602.0,6835,6835,0
398,CO,2105.0,0,788.0,25,1133557.0,11501,109910.0,102766.0,2560,8038.0,2034795.0,30073,14047,0
399,CT,4627.0,11,340.0,0,2294136.0,76759,73858.0,69826.0,2651,9800.0,2367994.0,79410,0,79066
401,DE,710.0,0,111.0,0,329359.0,2137,25311.0,24134.0,185,13375.0,565983.0,4716,2322,0
404,GU,79.0,0,102.0,0,62971.0,98,4693.0,4644.0,3,2666.0,67664.0,101,101,0
405,HI,219.0,0,58.0,2,295153.0,0,15367.0,15154.0,83,11824.0,533672.0,3408,0,0
406,IA,1741.0,24,718.0,0,777622.0,2414,123372.0,123372.0,1405,93943.0,900994.0,3819,3830,0
407,ID,630.0,1,263.0,21,331179.0,1596,65088.0,56756.0,480,30218.0,387935.0,1953,1953,2694
412,LA,5934.0,8,596.0,0,2600489.0,5091,187995.0,183616.0,275,168634.0,2788484.0,5366,5366,0
413,MA,10023.0,10,469.0,0,2615698.0,13311,160549.0,156385.0,842,127054.0,6217043.0,51419,14036,51419
414,MD,4155.0,3,529.0,74,1813450.0,10415,146995.0,146995.0,850,8201.0,3479230.0,26814,11265,26814
415,ME,148.0,1,29.0,7,637636.0,20793,6799.0,6039.0,84,5588.0,644435.0,20877,0,21003
416,MI,7716.0,17,1966.0,0,4803973.0,89787,204326.0,184889.0,6920,121093.0,5008299.0,96707,0,96962
417,MN,2484.0,9,774.0,103,1739289.0,20116,153620.0,152934.0,2948,132125.0,2872763.0,36536,23046,0
420,MS,3348.0,0,657.0,152,837208.0,32944,120865.0,105370.0,365,105839.0,958073.0,33309,0,34470
421,MT,386.0,10,386.0,16,474679.0,6470,34252.0,34252.0,757,21496.0,508931.0,7227,0,7227
422,NC,4390.0,7,1146.0,0,3849568.0,30895,278028.0,266451.0,1336,246318.0,4127596.0,32231,0,32175
423,ND,417.0,17,274.0,22,251432.0,682,46015.0,46015.0,972,37035.0,848765.0,7716,1654,8207
424,NE,654.0,2,613.0,8,525538.0,1838,71666.0,71666.0,934,44773.0,950497.0,5319,2771,5319
425,NH,483.0,0,41.0,1,336878.0,957,11320.0,11320.0,106,9430.0,626532.0,9938,1063,9938
426,NJ,16357.0,3,1109.0,17,4480800.0,62580,240997.0,240997.0,1368,37342.0,4721797.0,63948,0,65691
427,NM,1026.0,8,365.0,56,1135282.0,9052,47232.0,47232.0,742,21623.0,1182514.0,9794,0,9794
428,NV,1784.0,3,678.0,0,714319.0,2608,102114.0,102114.0,635,2442.0,1270643.0,7460,3243,0
429,NY,25838.0,14,1151.0,0,14261386.0,94468,511368.0,511368.0,1633,79831.0,14772754.0,96101,0,0
430,OH,5340.0,37,1822.0,182,4342994.0,37236,221909.0,209274.0,2909,171657.0,4564903.0,40145,0,39961
431,OK,1354.0,9,852.0,23,1494632.0,0,125195.0,125195.0,1084,107893.0,1619827.0,1084,0,0
432,OR,692.0,1,234.0,47,825922.0,3559,45978.0,43633.0,549,5870.0,871900.0,4108,16870,0
433,PA,8823.0,6,1352.0,0,2338664.0,10854,211996.0,201764.0,2060,161116.0,2550660.0,12914,12727,62698
434,PR,839.0,7,443.0,0,305972.0,0,35405.0,35405.0,864,29352.0,341377.0,864,0,0
435,RI,1210.0,3,170.0,0,406506.0,1060,34120.0,34120.0,232,2811.0,1158387.0,4560,1292,0
436,SC,3946.0,10,749.0,19,1663121.0,13792,178917.0,170048.0,894,91934.0,1842038.0,14686,0,14612
437,SD,438.0,1,402.0,34,215287.0,446,47850.0,45932.0,526,34087.0,263127.0,962,962,2632
438,TN,3379.0,26,1467.0,33,3456070.0,34323,264587.0,249356.0,3161,234460.0,3720657.0,37484,0,37116
439,TX,18097.0,20,5770.0,0,7382446.0,69056,909257.0,909257.0,4402,787685.0,8291703.0,73458,0,73458
440,UT,614.0,0,366.0,50,943464.0,6583,117706.0,117706.0,1196,86269.0,1410145.0,11790,8096,11790
441,VA,3658.0,3,1031.0,99,2493643.0,14659,183418.0,169512.0,1026,20124.0,2663155.0,15496,0,0
443,VT,58.0,0,4.0,0,188140.0,228,2219.0,2219.0,23,1826.0,415518.0,2771,251,2771
445,WI,2113.0,3,1512.0,100,1846618.0,5413,244928.0,232296.0,3505,181845.0,3327915.0,17559,8846,0
446,WV,458.0,1,254.0,0,769256.0,6553,25235.0,23219.0,352,19220.0,794491.0,6905,0,6853
447,WY,87.0,0,132.0,16,119851.0,2589,14167.0,12059.0,444,8963.0,134018.0,3033,3372,7265
448,AK,83.0,1,98.0,0,587852.0,0,16705.0,16705.0,350,7104.0,604207.0,0,0,0
449,AL,2973.0,6,967.0,0,1187341.0,5383,193985.0,165239.0,1700,81005.0,1352580.0,6327,0,6327
450,AR,1925.0,0,639.0,17,1243490.0,0,112190.0,103482.0,0,100067.0,1346972.0,0,0,0
452,AZ,5981.0,2,875.0,66,1544171.0,12748,247473.0,241596.0,1527,41398.0,1785767.0,14214,14214,0
454,CO,2105.0,0,788.0,33,1122056.0,12015,107350.0,100220.0,2924,7963.0,2004722.0,41137,14838,0
455,CT,4616.0,0,329.0,0,2217377.0,0,71207.0,67519.0,0,9800.0,2288584.0,0,0,0
457,DE,710.0,2,102.0,0,327222.0,1445,25126.0,23955.0,175,13291.0,561267.0,6396,1620,0
460,GU,79.0,0,100.0,0,62873.0,102,4690.0,4641.0,9,2666.0,67563.0,111,111,0
461,HI,219.0,3,58.0,8,295153.0,0,15284.0,15071.0,68,11776.0,530264.0,4234,0,0
462,IA,1717.0,1,718.0,0,775208.0,4531,121967.0,121967.0,2212,93522.0,897175.0,6743,6754,0
463,ID,629.0,3,263.0,22,329583.0,1503,64608.0,56399.0,798,29867.0,385982.0,2068,2068,2996
467,KY,1489.0,4,964.0,0,1805591.0,0,108642.0,91343.0,1423,18468.0,1895653.0,0,0,0
468,LA,5926.0,7,598.0,0,2595398.0,18376,187720.0,183341.0,1071,168634.0,2783118.0,19447,19447,0
469,MA,10013.0,22,613.0,13,2602387.0,15585,159707.0,155660.0,1131,127054.0,6165624.0,62463,16724,62463
470,MD,4152.0,5,523.0,85,1803035.0,9644,146145.0,146145.0,864,8199.0,3452416.0,29754,10508,29754
471,ME,147.0,0,17.0,2,616843.0,0,6715.0,5944.0,47,5554.0,623558.0,47,0,0
472,MI,7699.0,0,1728.0,0,4714186.0,0,197406.0,178180.0,0,121093.0,4911592.0,0,0,0
473,MN,2475.0,18,738.0,64,1719173.0,13387,150672.0,150004.0,2200,129663.0,2836227.0,27094,15560,0
476,MS,3348.0,14,673.0,0,804264.0,0,120500.0,105098.0,340,101385.0,924764.0,340,0,0
477,MT,376.0,1,376.0,7,468209.0,2095,33495.0,33495.0,694,21398.0,501704.0,2789,0,2789
478,NC,4383.0,5,1122.0,0,3818673.0,38152,276692.0,265171.0,2057,231611.0,4095365.0,40209,0,40146
479,ND,400.0,0,278.0,16,250750.0,602,45043.0,45043.0,1127,36142.0,841049.0,8940,1729,9545
480,NE,652.0,6,612.0,9,523700.0,2327,70732.0,70732.0,1087,44247.0,945178.0,7055,3416,7055
481,NH,483.0,0,38.0,1,335921.0,1920,11214.0,11214.0,130,9379.0,616594.0,0,2050,0
482,NJ,16354.0,4,1104.0,33,4418220.0,0,239629.0,239629.0,1743,37231.0,4657849.0,1743,0,0
483,NM,1018.0,11,354.0,64,1126230.0,10252,46490.0,46490.0,581,21570.0,1172720.0,10833,0,10833
484,NV,1781.0,4,585.0,0,711711.0,3987,101479.0,101479.0,716,2409.0,1263183.0,10100,4703,0
485,NY,25824.0,17,1125.0,0,14166918.0,146680,509735.0,509735.0,2255,79831.0,14676653.0,148935,0,0
486,OH,5303.0,2,1687.0,88,4305758.0,49775,219000.0,206549.0,3303,170259.0,4524758.0,53078,0,52968
487,OK,1345.0,8,852.0,22,1494632.0,0,124111.0,124111.0,1349,107082.0,1618743.0,1349,0,0
488,OR,691.0,2,211.0,0,822363.0,5335,45429.0,42136.0,508,5870.0,867792.0,5843,0,0
489,PA,8817.0,5,1267.0,0,2327810.0,13176,209936.0,199891.0,1909,158100.0,2537746.0,15085,14904,0
490,PR,832.0,10,429.0,0,305972.0,0,34541.0,34541.0,403,29903.0,340513.0,403,0,0
491,RI,1207.0,3,170.0,27,405446.0,2293,33888.0,33888.0,480,2811.0,1153827.0,11900,2773,0
492,SC,3936.0,1,773.0,14,1649329.0,23891,178023.0,169228.0,1411,91466.0,1827352.0,25302,0,25234
493,SD,437.0,12,421.0,38,214841.0,1301,47324.0,45437.0,1332,33749.0,262165.0,2633,2633,5596
494,TN,3353.0,0,1437.0,1,3421747.0,10646,261426.0,246563.0,754,233175.0,3683173.0,11400,0,11305
495,TX,18077.0,53,5691.0,0,7313390.0,59753,904855.0,904855.0,4259,785282.0,8218245.0,64012,0,64012
496,UT,614.0,10,355.0,63,936881.0,4718,116510.0,116510.0,1854,85299.0,1398355.0,9293,6146,9293
497,VA,3655.0,1,1012.0,22,2478984.0,20635,182392.0,168675.0,1202,20044.0,2647659.0,21607,0,0
499,VT,58.0,0,4.0,0,187912.0,411,2196.0,2196.0,17,1816.0,412747.0,4586,428,4586
501,WI,2110.0,18,1512.0,123,1841205.0,14569,241423.0,228863.0,3553,179230.0,3310356.0,21236,18062,0
502,WV,457.0,0,240.0,0,762703.0,8669,24883.0,22919.0,423,19011.0,787586.0,9092,0,9013
503,WY,87.0,0,117.0,3,117262.0,0,13723.0,11638.0,425,8676.0,130985.0,425,0,0
504,AK,82.0,1,94.0,0,587852.0,17437,16355.0,16355.0,447,7099.0,604207.0,17884,0,17884
505,AL,2967.0,35,960.0,0,1181958.0,8989,192285.0,164295.0,1789,81005.0,1346253.0,10564,0,10564
506,AR,1925.0,25,652.0,35,1243490.0,9324,112190.0,103482.0,1316,100067.0,1346972.0,10401,0,10401
508,AZ,5979.0,45,889.0,68,1531423.0,10684,245946.0,240130.0,1901,41159.0,1771553.0,12458,12458,0
510,CO,2105.0,10,781.0,88,1110041.0,8846,104426.0,97397.0,2412,7854.0,1963585.0,27177,11136,0
511,CT,4616.0,0,329.0,0,2217377.0,0,71207.0,67519.0,0,9800.0,2288584.0,0,0,0
513,DE,708.0,4,89.0,0,325777.0,2001,24951.0,23787.0,200,13188.0,554871.0,4014,2201,0
516,GU,79.0,0,92.0,0,62771.0,370,4681.0,4632.0,53,2666.0,67452.0,423,423,0
517,HI,216.0,1,59.0,7,295153.0,0,15216.0,15003.0,100,11738.0,526030.0,4171,0,0
518,IA,1716.0,10,630.0,0,770677.0,3610,119755.0,119755.0,2570,93200.0,890432.0,6180,6178,0
519,ID,626.0,11,263.0,23,328080.0,2041,63810.0,55834.0,1064,29556.0,383914.0,2906,2906,4548
523,KY,1485.0,9,964.0,112,1805591.0,17973,107219.0,90062.0,1977,18468.0,1895653.0,19523,0,19523
524,LA,5919.0,0,612.0,0,2577022.0,0,186649.0,182270.0,0,168634.0,2763671.0,0,0,0
525,MA,9991.0,16,623.0,33,2586802.0,16830,158576.0,154521.0,1430,127054.0,6103161.0,93234,18122,93234
526,MD,4147.0,10,520.0,70,1793391.0,11187,145281.0,145281.0,967,8181.0,3422662.0,32984,12154,32984
527,ME,147.0,1,17.0,0,616843.0,0,6668.0,5907.0,98,5517.0,623511.0,98,0,0
528,MI,7699.0,34,1728.0,0,4714186.0,45491,197406.0,178180.0,4018,121093.0,4911592.0,49509,0,50074
529,MN,2457.0,20,738.0,151,1705786.0,14452,148472.0,147831.0,3007,127362.0,2809133.0,34438,17421,0
532,MS,3334.0,6,673.0,0,804264.0,0,120160.0,104847.0,824,101385.0,924424.0,824,0,0
533,MT,375.0,11,369.0,23,466114.0,5401,32801.0,32801.0,885,21353.0,498915.0,6286,0,6286
534,NC,4378.0,46,1184.0,0,3780521.0,46560,274635.0,263177.0,2805,231611.0,4055156.0,49365,0,49028
535,ND,400.0,0,309.0,32,250148.0,693,43916.0,43916.0,1433,35533.0,832109.0,8782,2126,9303
536,NE,646.0,9,584.0,56,521373.0,3425,69645.0,69645.0,1495,43952.0,938123.0,17459,4923,17459
537,NH,483.0,1,42.0,2,334001.0,6189,11084.0,11084.0,200,9263.0,616594.0,6670,6389,6670
538,NJ,16350.0,11,1090.0,75,4418220.0,80236,237886.0,237886.0,1363,37127.0,4656106.0,81599,0,83575
539,NM,1007.0,13,334.0,61,1115978.0,7697,45909.0,45909.0,1005,21491.0,1161887.0,8702,0,8702
540,NV,1777.0,0,585.0,0,707724.0,3925,100763.0,100763.0,977,2409.0,1253083.0,10374,4902,0
541,NY,25807.0,3,1121.0,0,14020238.0,134913,507480.0,507480.0,2049,79717.0,14527718.0,136962,0,0
542,OH,5301.0,10,1666.0,163,4255983.0,54829,215697.0,203356.0,2915,168884.0,4471680.0,57744,0,57576
543,OK,1337.0,11,852.0,111,1494632.0,14352,122762.0,122762.0,1267,106292.0,1617394.0,15619,0,14575
544,OR,689.0,14,211.0,0,817028.0,6479,44921.0,42136.0,532,5870.0,861949.0,7011,0,0
545,PA,8812.0,28,1259.0,0,2314634.0,16651,208027.0,198163.0,2510,158100.0,2522661.0,19161,18870,47629
546,PR,822.0,2,430.0,0,305972.0,0,34138.0,34138.0,285,29464.0,340110.0,285,0,0
547,RI,1204.0,3,153.0,49,403153.0,3151,33408.0,33408.0,534,2802.0,1141927.0,17620,3685,0
548,SC,3935.0,39,789.0,48,1625438.0,12672,176612.0,167885.0,1018,90994.0,1802050.0,13690,0,13500
549,SD,425.0,10,415.0,23,213540.0,1443,45992.0,44216.0,1433,31194.0,259532.0,2876,2876,6496
550,TN,3353.0,12,1589.0,42,3411101.0,8500,260672.0,245904.0,1184,231887.0,3671773.0,9684,0,9518
551,TX,18024.0,90,5696.0,0,7253637.0,67076,900596.0,900596.0,7145,782006.0,8154233.0,74221,0,74221
552,UT,604.0,3,335.0,68,932163.0,5580,114656.0,114656.0,1724,84101.0,1389062.0,11569,7171,11569
553,VA,3654.0,11,1026.0,40,2458349.0,18236,181190.0,167703.0,1551,20008.0,2626052.0,19388,0,0
555,VT,58.0,0,4.0,0,187501.0,973,2179.0,2179.0,24,1800.0,408161.0,5108,997,5108
557,WI,2092.0,63,1502.0,229,1826636.0,9575,237870.0,225370.0,5808,175096.0,3289120.0,53451,14853,0
558,WV,457.0,6,236.0,0,754034.0,8722,24460.0,22575.0,470,18827.0,778494.0,9192,0,9109
560,AK,81.0,4,90.0,0,570415.0,1669,15908.0,15908.0,386,7096.0,586323.0,2055,0,2055
561,AL,2932.0,18,1013.0,204,1172969.0,7071,190496.0,162720.0,1347,81005.0,1335689.0,8254,0,8254
562,AR,1900.0,6,649.0,36,1234166.0,10464,110874.0,102405.0,1162,99165.0,1336571.0,11281,0,11281
564,AZ,5934.0,16,900.0,164,1520739.0,11912,244045.0,238356.0,1565,40906.0,1759095.0,13433,13433,0
566,CO,2095.0,1,742.0,89,1101195.0,9545,102014.0,95107.0,1806,7798.0,1936408.0,25425,11259,0
567,CT,4616.0,7,329.0,0,2217377.0,29931,71207.0,67519.0,761,9800.0,2288584.0,30692,0,30554
569,DE,704.0,15,101.0,0,323776.0,1906,24751.0,23594.0,198,13074.0,550857.0,4020,2104,0
572,GU,79.0,1,92.0,0,62401.0,565,4628.0,4579.0,79,2666.0,67029.0,644,640,637
573,HI,215.0,2,62.0,9,295153.0,0,15116.0,14911.0,77,11682.0,521859.0,4854,0,0
574,IA,1706.0,13,606.0,0,767067.0,3185,117185.0,117185.0,2203,92387.0,884252.0,5388,5392,0
575,ID,615.0,16,286.0,35,326039.0,2018,62746.0,54969.0,961,29195.0,381008.0,2794,2794,4633
579,KY,1476.0,15,974.0,29,1787618.0,33470,105242.0,88512.0,1937,18407.0,1876130.0,35029,0,35029
580,LA,5919.0,11,612.0,0,2577022.0,11441,186649.0,182270.0,433,168634.0,2763671.0,11874,11874,0
581,MA,9975.0,24,571.0,18,2569972.0,18760,157146.0,153229.0,1582,127054.0,6009927.0,78604,20248,78604
582,MD,4137.0,10,513.0,52,1782204.0,8743,144314.0,144314.0,927,8164.0,3389678.0,28397,9670,28397
583,ME,146.0,0,17.0,3,616843.0,11398,6570.0,5829.0,103,5495.0,623413.0,11501,0,11478
584,MI,7665.0,12,1728.0,0,4668695.0,58021,193388.0,174388.0,3345,114939.0,4862083.0,61366,0,62103
585,MN,2437.0,18,738.0,128,1691334.0,13250,145465.0,144862.0,3154,125052.0,2774695.0,31826,16323,0
588,MS,3328.0,18,712.0,0,804264.0,0,119336.0,104312.0,749,101385.0,923600.0,749,0,0
589,MT,364.0,27,357.0,15,460713.0,3959,31916.0,31916.0,1063,21102.0,492629.0,5022,0,5022
590,NC,4332.0,49,1196.0,0,3733961.0,41639,271830.0,260709.0,2809,231611.0,4005791.0,44448,0,44029
591,ND,400.0,18,294.0,39,249455.0,1065,42483.0,42483.0,1353,34696.0,823327.0,11315,2418,11935
592,NE,637.0,9,528.0,27,517948.0,3764,68150.0,68150.0,1605,43516.0,920664.0,15374,5368,15374
593,NH,482.0,0,30.0,2,327812.0,72,10884.0,10884.0,116,9186.0,609924.0,7194,188,7194
594,NJ,16339.0,7,1058.0,64,4337984.0,0,236523.0,236523.0,1976,37016.0,4574507.0,1976,0,0
595,NM,994.0,3,323.0,63,1108281.0,10921,44904.0,44904.0,1078,21389.0,1153185.0,11999,0,11999
596,NV,1777.0,8,594.0,0,703799.0,3735,99786.0,99786.0,1232,2409.0,1242709.0,11597,4967,0
597,NY,25804.0,12,1085.0,0,13885325.0,144630,505431.0,505431.0,2255,79621.0,14390756.0,146885,0,0
598,OH,5291.0,16,1629.0,169,4201154.0,45001,212782.0,200609.0,3845,167035.0,4413936.0,48846,0,48746
599,OK,1326.0,20,865.0,90,1480280.0,14288,121495.0,121495.0,1302,105137.0,1601775.0,15590,0,16350
600,OR,675.0,2,211.0,34,810549.0,5547,44389.0,42136.0,596,5870.0,854938.0,6143,6118,0
601,PA,8784.0,22,1253.0,0,2297983.0,15155,205517.0,195944.0,2641,156192.0,2503500.0,17796,17488,41245
602,PR,820.0,6,452.0,0,305972.0,0,33853.0,33853.0,574,28912.0,339825.0,574,0,0
603,RI,1201.0,6,152.0,37,400002.0,2974,32874.0,32874.0,562,2763.0,1124307.0,17925,3536,0
604,SC,3896.0,7,777.0,48,1612766.0,13615,175594.0,167057.0,1003,90215.0,1788360.0,14618,0,14328
605,SD,415.0,12,403.0,58,212097.0,1583,44559.0,42896.0,1559,30624.0,256656.0,3142,3142,6606
606,TN,3341.0,78,1388.0,56,3402601.0,21838,259488.0,244886.0,2608,229669.0,3662089.0,24446,0,24149
607,TX,17934.0,115,5627.0,0,7186561.0,68269,893451.0,893451.0,6631,776580.0,8080012.0,74900,0,74900
608,UT,601.0,3,338.0,76,926583.0,7351,112932.0,112932.0,2292,82752.0,1377493.0,15541,9212,15541
609,VA,3643.0,7,1065.0,80,2440113.0,21692,179639.0,166551.0,1456,19929.0,2606664.0,22859,0,0
611,VT,58.0,0,4.0,0,186528.0,567,2155.0,2155.0,14,1789.0,403053.0,4944,581,4944
613,WI,2029.0,26,1546.0,142,1817061.0,13596,232062.0,220092.0,5357,171252.0,3235669.0,37568,18692,0
614,WV,451.0,8,240.0,0,745312.0,9132,23990.0,22188.0,524,18552.0,769302.0,9656,0,9577
615,WY,87.0,0,120.0,6,116955.0,0,13028.0,11020.0,521,8455.0,129983.0,521,0,0
616,AK,77.0,6,89.0,0,568746.0,3302,15522.0,15522.0,367,7094.0,584268.0,3669,0,3669
617,AL,2914.0,3,1013.0,130,1165898.0,5972,189149.0,161537.0,1443,81005.0,1327435.0,7129,0,7129
618,AR,1894.0,19,647.0,47,1223702.0,11511,109712.0,101588.0,1072,98340.0,1325290.0,12348,0,12348
620,AZ,5918.0,13,874.0,13,1508827.0,13013,242480.0,236835.0,1315,40697.0,1745662.0,14215,14215,0
622,CO,2094.0,12,721.0,76,1091650.0,6629,100208.0,93393.0,1475,7724.0,1910983.0,18034,7999,0
623,CT,4609.0,5,321.0,0,2187446.0,21200,70446.0,66896.0,1319,9800.0,2257892.0,22519,0,21739
